Gene,Protein ID,log2fc_24h,log2fc_48h,mean_A,mean_C,mean_B
Cbfb,Q08024,0.4485371094431241,0.9133351227028478,190476636.0,259935045.33333334,358742624.0
Cnn1,Q08091,,,,,
Cnn2,Q08093,-0.3945026531603948,-0.33143640782307193,1725283327.5,1312512032.5,1371159967.5
Lyar,Q08288,0.07367588269150957,0.22055914103014926,425910744.0,448226208.0,496264847.0
Rad51,Q08297,,,,,
Eps8,Q08509,,,,181413072.0,159438144.0
Fbln1,Q08879,,,,,252385984.0
Ssrp1,Q08943,0.39589969014353804,0.14377234543880152,975238655.0,1283182975.0,1077434047.5
Slc7a1,Q09143,0.0336295121578689,0.425316528304951,418444912.0,428313520.0,561915904.0
Inf2,Q0GNC1,-0.1717600071345305,,132158206.0,117324637.33333333,
Trio,Q0KL02,-0.01545101058908431,0.15276497846620035,120336684.0,119054776.0,133778056.0
Zc3h18,Q0P678,,-0.3299986806245539,225459744.0,,179361616.0
Rbm15,Q0VBL3,,,,,
Ppp4r2,Q0VGB7,,,,152022208.0,206165504.0
Rtel1,Q0VGM9,,,,,
Npepps,Q11011,-0.11276360473734243,-0.21972298998127124,301236212.0,278587708.0,258680664.0
DSCC1,Q14AI0,,,,,
Cdk12,Q14AX6,,,,,
Ptcd3,Q14C51,0.1685212877387208,0.3486867844474132,247395876.0,278049692.0,315034152.0
Nsun2,Q1HFZ0,0.14074786114273255,0.12787110712959682,716395330.0,789808992.5,782790930.0
Msto1,Q2YDW2,-0.2941351208479373,-0.5944447105631122,385940808.0,314758312.0,255608336.0
Slc39a7,Q31125,0.5440183816095218,0.9211258558895288,438304264.0,639059870.0,829969643.3333334
Osbp,Q3B7Z2,-0.28609488485349427,,293623448.0,240806160.0,
Marchf5,Q3KNM2,,,,,
Emc10,Q3TAS6,,,,,
Mrpl10,Q3TBW2,0.11901621349124597,-0.055708614702076616,224505876.0,243812048.0,216001988.0
Patl1,Q3TC46,,,,,
Khdc4,Q3TCX3,,,,,
Faf2,Q3TDN2,0.1996510420616503,0.30061791601948556,324090360.0,372192027.0,399172968.0
Stt3b,Q3TDQ1,,,,,
Hp1bp3,Q3TEA8,0.42804022305127626,0.28734743356683173,226290296.0,304452032.0,276163404.0
Lpcat1,Q3TFD2,0.45506315835480166,0.5534735010803216,107258796.0,147034950.0,157414612.0
Gpatch4,Q3TFK5,,,,,
Fam107b,Q3TGF2,,1.1688877191710656,134884672.0,,303272384.0
Myl12b,Q3THE2,0.04724489764859178,0.27874885621997303,1424039487.5,1471445440.0,1727562622.5
Aarsd1,Q3THG9,,,,,
Eif1ad,Q3THJ3,,,,,
Gtf2f1,Q3THK3,-0.5398534005226943,-0.4704443526384495,238874376.0,164307542.0,172405733.33333334
Gmps,Q3THK7,0.03214067073889418,-0.211294591962931,1256152065.0,1284450945.0,1085016160.0
Mat2a,Q3THS6,0.35846705415272956,0.4485793678780118,458064760.0,587267838.5,625119040.0
Pde12,Q3TIU4,,,,,
Zc3h15,Q3TIV5,-0.005474025258102195,-0.2683778095852436,355702872.0,354355784.0,295323224.0
Usp39,Q3TIX9,0.11656205025063178,-0.02773489667614614,253612972.0,274954060.0,248783989.33333334
Pdlim7,Q3TJD7,-0.37630296340984365,-0.053386435696348856,416297432.0,320719416.0,401174032.0
Fam98a,Q3TJZ6,0.12058642854673782,0.1445016486608639,377176056.0,410057016.0,416911088.0
Smarca4,Q3TKT4,0.2126845009683504,0.4109546273634648,295814936.0,342802920.0,393305272.0
Cwc27,Q3TKY6,1.6311793550229077,1.565241459741174,1863500800.0,5772494100.0,5514602500.0
Prrc2c,Q3TLH4,0.09787007965358031,0.3009828282175356,398159576.0,426107320.0,490525992.0
Micall2,Q3TN34,,,,,
Itprip,Q3TNL8,,,,,
Exoc5,Q3TPX4,,,,,
Alkbh5,Q3TSG4,,,,,
Tamm41,Q3TUH1,0.1383642963100168,1.097706861469532,215244396.0,236910144.0,460653680.0
Tex30,Q3TUU5,,,,,
Srsf6,Q3TWW8,0.3231690558021719,0.36666049731842154,2318399170.0,2900492802.5,2989262270.0
Trmt1,Q3TX08,1.059210076675667,0.7314407245849747,174825528.0,364299733.3333333,290262176.0
Psmd1,Q3TXS7,0.1684209320445638,0.06577004743376476,2017670622.5,2267514240.0,2111781727.5
Cybc1,Q3TYS2,,,,,
Nol9,Q3TZX8,0.2155752838756516,0.4739853033241023,229082328.0,266002804.0,318181834.6666667
Esyt2,Q3TZZ7,0.5739245901366722,1.237975085414734,103803456.0,154518445.33333334,244838352.0
Khsrp,Q3U0V1,-0.008912811398052852,0.029304932290086586,1849338690.0,1837948897.5,1887287742.5
Tradd,Q3U0V2,,,,,
Rars2,Q3U186,,,,214002304.0,328460640.0
Isg20l2,Q3U1G5,,,,,
Ddb1,Q3U1J4,0.1381808755807325,-0.2965020308543171,736345837.5,810360800.0,599550585.0
Brms1l,Q3U1T3,,,,,
Sec24a,Q3U2P1,,,,,
,Q3U6N9,,,,,
Esyt1,Q3U7R1,0.19681463059478282,0.48078897138263205,133056452.0,152504636.0,185681160.0
Wdr75,Q3U821,0.3334655560124662,0.13092131865205325,239058200.0,301222064.0,261766996.0
Col5a2,Q3U962,,0.6153402161565902,463895576.0,,710650545.0
Lbr,Q3U9G9,0.4008365740469366,0.44539137910170146,393066728.0,518955496.0,535232465.5
Trip13,Q3UA06,0.7108657195264853,0.4120126841355493,162196616.0,265481152.0,215809205.33333334
Qrich1,Q3UA37,,,129891974.0,,
Tmem109,Q3UBX0,1.1440199136733264,1.52769752320853,326980384.0,722613397.3333334,942767230.0
Otulin,Q3UCV8,,,,,
Ttll12,Q3UDE2,0.05515776857966841,-0.1751618321548661,387133400.0,402221040.0,342871728.0
Ube2z,Q3UE37,,0.6980773034603257,362343104.0,,587844160.0
Puf60,Q3UEB3,-0.3448666574687367,-0.4954894517402951,910200160.0,716674082.5,645624080.0
Nt5c3b,Q3UFY7,0.5929270709179215,,118593962.66666667,178875728.0,
Trmt10c,Q3UFY8,,,,,
Eif3j1,Q3UGC7,-0.32155387286959264,-0.1973319033741553,1829614112.5,1464071007.5,1595719967.5
Mcrip1,Q3UGS4,,,,,
Dip2b,Q3UH60,,,,,
Snx27,Q3UHD6,,,,,
Aak1,Q3UHJ0,,,,,
Nol8,Q3UHX0,,,,,
Pdap1,Q3UHX2,-0.19058068795784777,-0.21441338950498043,2664781120.0,2335022335.0,2296765632.5
Lmod2,Q3UHZ5,,,,,
Arhgap17,Q3UIA2,,,,,
Dtx3l,Q3UIR3,,,,,
Edc4,Q3UJB9,0.27782066594242255,0.17859586560898297,432466944.0,524306535.5,489458224.0
Usp19,Q3UJD6,0.026231962656723652,,204210808.0,207957856.0,
Rmdn3,Q3UJU9,,,,,
Tax1bp1,Q3UKC1,,,,,
Smu1,Q3UKJ7,0.08134665792217381,0.06730394310001464,276446920.0,292482266.6666667,289649152.0
Mccc2,Q3ULD5,,,,,
Lsg1,Q3UM18,1.0906050623320138,0.5878812969279473,182085421.33333334,387775184.0,273681272.0
Ppp1r7,Q3UM45,-0.3829625571473849,-0.7569287382050943,266767988.0,204574028.0,157861221.33333334
Washc4,Q3UMB9,,,,,
Spata5,Q3UMC0,0.5230655101923769,0.5832723860497662,195254756.0,280582144.0,292539224.0
Cobll1,Q3UMF0,-0.01790147197779936,-0.1037019756300125,277156744.0,273738933.3333333,257933674.66666666
Naf1,Q3UMQ8,-0.9327258312134198,,173339856.0,90807136.0,
Mcu,Q3UMR5,,,,,
Hdgfl2,Q3UMU9,0.4427170149066136,-0.19807898121090817,342750556.0,465853399.5,298779264.0
Eml4,Q3UMY5,0.7696993359902743,,239260880.0,407919328.0,
Lclat1,Q3UN02,,,,,
Zc3hav1,Q3UPF5,,,,,
Prrc1,Q3UPH1,,,,,
Sec31a,Q3UPL0,-0.14627394513707662,-0.08040020882915577,558823761.0,504942608.0,528532855.0
Tex10,Q3URQ0,,,,380629920.0,318516672.0
Fam91a1,Q3UVG3,,,,,
Ermp1,Q3UVK0,0.6957376595641085,1.1182971696880997,124141368.0,201073312.0,269499224.0
Niban1,Q3UW53,0.13582338489356785,-0.3028660734136107,288161440.0,316608652.0,233595296.0
Ncbp1,Q3UYV9,0.4066192324867917,0.3586699619641281,462811784.0,613492127.5,593437280.0
Lrrfip1,Q3UZ39,-0.10882559987437428,0.3312232930694162,309842808.0,287330448.0,389806939.5
Usp48,Q3V0C5,,,,,
Ckap2,Q3V1H1,,,,,
Nt5c2,Q3V1L4,,,,567576798.0,
P3h1,Q3V1T4,,,,,
Esf1,Q3V1V3,0.36136086603940687,0.3188361066711348,245208120.0,315003448.0,305853940.0
Kif22,Q3V300,,,,,
Mthfd1l,Q3V3R1,0.4052206535130707,0.5735505097753388,1036795200.0,1373019007.5,1542939457.5
Commd6,Q3V4B5,,,,,
Krt35,Q497I4,,,,,
Srbd1,Q497V5,,,,,
Mars2,Q499X9,,,,,
Prpf38a,Q4FK66,,,,,
Ddx49,Q4FZF3,0.6870817480817907,0.8321598679309548,92954058.0,149658218.0,165490640.0
Abracl,Q4KML4,-0.19401297177624158,-0.2352946953711303,523471895.0,457603824.5,444695370.6666667
Pds5b,Q4VA53,0.312352537889911,0.3299444867852538,1122694305.0,1394084192.5,1411187455.0
Cdv3,Q4VAA2,-0.4787191673062254,-0.22976641497409903,1149750367.5,825077470.0,980476015.0
Wdr18,Q4VBE8,0.5046152533889687,0.5601928371735363,348918506.6666667,495026368.0,514468575.3333333
Ddx17,Q501J6,0.118167229963147,0.17202156069870414,487761600.0,529394576.0,549529810.0
Lrrc47,Q505F5,-0.2796390684823579,0.0070965218640034675,353355840.0,291093512.0,355098256.0
Ccnl1,Q52KE7,,,,,
Srrm1,Q52KI8,0.11577533181307417,0.22096166078695528,585841072.5,634792320.0,682803760.0
Ddx46,Q569Z5,0.16370728167223456,0.2905190973719221,333823112.0,373935936.0,408292464.0
Thrap3,Q569Z6,0.06294305755473784,0.26068643583908874,363472720.0,379681616.0,435457984.0
Urb1,Q571H0,1.4179203554098918,-0.20720158778706368,113181088.0,302419940.0,98039248.0
Aldh16a1,Q571I9,,,134344700.0,,
Ndufaf2,Q59J78,,,,210443832.0,178718096.0
Rnf20,Q5DTM8,,2.367331679885493,324817600.0,,1676013060.0
Nlrc3,Q5DU56,,,,,
Prkaa1,Q5EG47,,,,417217226.6666667,334182864.0
Tmem256,Q5F285,,,,,
Nufip2,Q5F2E7,0.10917619216861443,0.2265623119080439,299894044.0,323469360.0,350889112.0
Taok1,Q5F2E8,,,,357219888.0,410615008.0
Arhgap1,Q5FWK3,-0.03787924288883391,0.08577026397676706,525070799.5,511464009.0,557233591.5
Ttf2,Q5NC05,,,,,
Nsrp1,Q5NCR9,,,,,
Heatr5a,Q5PRF0,0.6266172194931354,0.6843483663402282,201697162.66666666,311408432.0,324122496.0
Mdc1,Q5PSV9,0.10455184951738164,-0.19168568055619076,764502622.5,821962912.5,669384790.0
Nol10,Q5RJG1,0.3113936876192874,0.44983620665866875,219598348.0,272500880.0,299946128.0
Igf2bp2,Q5SF07,0.257992005585087,,138498304.0,165618096.0,
Rbm27,Q5SFM8,1.2745011778413478,1.4470923548344012,148711834.66666666,359756472.0,405474677.3333333
Ccdc88a,Q5SNZ0,-0.7003544522227549,,720046656.6666666,443131824.0,
Bod1,Q5SQY2,,,,,
Tom1l2,Q5SRX1,,,,,
Zzef1,Q5SSH7,,,,,
Utp18,Q5SSI6,0.2896308572281103,0.26566946172675565,442572584.0,540968631.5,532058008.0
Tefm,Q5SSK3,,,,,
Psme4,Q5SSW2,0.10597529092519571,-0.13169420522009845,147628394.0,158880880.0,134749136.0
Tns3,Q5SSZ5,-0.4784859790489337,-0.3527475408727352,256950324.0,184421070.0,201215568.0
Sco1,Q5SUC9,,,,,
Luc7l3,Q5SUF2,0.12880480719486398,0.003881502080387558,465997280.0,509515608.0,467252711.5
Ctc1,Q5SUQ9,0.4149505601392686,,149950704.0,199922224.0,
Pfas,Q5SUR0,,,,,
Rflnb,Q5SVD0,,,,,
Kat7,Q5SVQ0,,,,,
Cluh,Q5SW19,-0.009548945940216307,-0.208755992674546,894610115.0,888708400.0,774090947.5
Tsr1,Q5SWD9,0.1438629276211143,0.07466592203666905,600895022.5,663904577.5,632812849.0
Acaca,Q5SWU9,-0.07001312846172059,-0.18242005306296274,397017472.0,378210488.0,349861144.0
Specc1,Q5SXY1,0.33034117715838546,0.6119832684824241,309171968.0,388725216.0,472525696.6666667
Tmem199,Q5SYH2,,,,,
Dnajc11,Q5U458,,,,,244050968.0
,Q5XFZ0,,,,,
Utp20,Q5XG71,0.5003640138928448,0.13673783531379471,272968872.0,386133696.0,300106440.0
Acbd5,Q5XG73,,,,,
Leo1,Q5XJE5,,,,,
Arcn1,Q5XJY5,-0.40441684071196876,-0.5840089496047176,678725855.0,512805640.5,452783072.0
Jagn1,Q5XKN4,,,,139829408.0,162827696.0
Sin3a,Q60520,,,,,
Xrcc1,Q60596,,,,,
Ogdh,Q60597,0.24274294458110143,0.32510131925905245,554792734.0,656453052.5,695017937.5
Cttn,Q60598,-0.038158619580804555,-0.02593487835692531,928294737.5,904063632.5,911756172.5
Myl6,Q60605,0.12112709370778824,0.482888405550838,4247627915.0,4619652995.0,5936225100.0
Grb2,Q60631,-0.026546603401738755,0.12450328868207265,280248112.0,275138504.0,305507530.6666667
Flot2,Q60634,0.8409472343018313,,142064928.0,254470368.0,
Clpb,Q60649,,,,,
Hnrnpd,Q60668,-0.1099817190303232,-0.39539400940785324,2824795455.0,2617454912.5,2147640320.0
Ppp5c,Q60676,,,,,
Psmb6,Q60692,0.03537041422929751,-0.34979715335565137,866807215.0,888321295.0,680178785.0
Samhd1,Q60710,-0.35260781318536694,-0.9783029999237967,851346272.5,666746447.5,432123307.0
P4ha1,Q60715,-0.1798348687741623,0.3264741207403676,979954015.0,865107360.0,1228808480.0
P4ha2,Q60716,-0.00023039411328335216,0.46308706166928826,525086129.0,525002281.0,723825105.0
Csnk2a1,Q60737,0.3054289509322732,0.20937284524409977,706945345.0,873633170.0,817359935.0
Khdrbs1,Q60749,0.08100553237385265,0.18764588392466153,1628883390.0,1722959582.5,1855141472.5
Ly75,Q60767,,,,114619848.0,133019624.0
Stxbp3,Q60770,,,,,
Dvl2,Q60838,0.5357772144866885,0.26966065920008475,154263848.0,223639840.0,185968808.0
Hells,Q60848,0.3329616179329103,0.24662771659524516,315171560.0,396988984.0,373929184.0
Serpinb6,Q60854,-0.24967478722939904,-0.551199092183241,1044558575.0,878563585.0,712861792.5
Ripk1,Q60855,-0.07821657268080688,,783879980.0,742512960.0,
Stip1,Q60864,-0.21345888692358697,-0.1773852603953811,3554563075.0,3065693247.5,3143315260.0
Caprin1,Q60865,-0.04172520280282395,-0.18820190731026454,3036254912.5,2949698945.0,2664917760.0
Reep5,Q60870,-0.7759563103641639,0.26270841701853465,773379265.0,451654560.0,927845440.0
Arhgef2,Q60875,-0.2700133661465626,0.15160694804315727,312949176.0,259532464.0,347625840.0
Eif4ebp1,Q60876,,,,,
Eps15l1,Q60902,-0.02489075247926969,0.45003751294584077,180558464.0,177470016.0,246656544.0
Vdac2,Q60930,0.615529765073004,0.6152122952643568,978015902.5,1498438210.0,1498108510.0
Vdac3,Q60931,0.797769904755676,0.7985999286267237,1195916622.5,2078995615.0,2080192065.0
Vdac1,Q60932,0.3984053625140291,0.3637394855083841,3487861760.0,4597177030.0,4488030082.5
Pml,Q60953,,,,,
Kpna1,Q60960,1.3138983042034698,0.9405229063042627,73872098.0,183655202.0,141777084.0
Papss1,Q60967,-0.12102071979936242,-0.8814256594717781,292806844.0,269246680.0,158944557.33333334
Rbbp4,Q60972,0.2263186441537395,0.1978894263238772,1044944335.0,1222423967.5,1198571120.0
Rbbp7,Q60973,0.25051275391379035,0.2957852811370217,1007319267.5,1198337070.0,1236537760.0
Xiap,Q60989,,,,,
Ppp2r5c,Q60996,0.16921955741928782,-0.23133596553789382,381530336.0,429011800.0,325004976.0
Lama5,Q61001,,,89565640.0,,
Scarb1,Q61009,,,,304463440.0,
Asns,Q61024,-0.27101879244016647,-0.5936637700562936,1438740190.0,1192333070.0,953392592.5
Tmpo,Q61029,0.09294842308925687,0.26709974661261265,768250975.0,819376272.5,924502640.0
Tmpo,Q61033,0.13235307515557287,0.2047683088621415,1903471840.0,2086357377.5,2193753665.0
Hars1,Q61035,0.018193769305282645,-0.36332504731183757,849379167.5,860158480.0,660282622.5
Ppm1g,Q61074,0.12000952202328152,-0.13184299414372996,761614047.5,827678000.0,695098337.5
Cdc37,Q61081,-0.3329391937035992,-0.6394024471702919,1557263520.0,1236338592.5,999730160.0
Nab2,Q61127,0.9436362493665177,0.961014735928826,4891721200.0,9408589333.333334,9522609133.333334
Prpf4b,Q61136,0.7489003086157543,0.8428092877623051,432359632.0,726585280.0,775453954.0
Bcar1,Q61140,,,,,
Fadd,Q61160,,,,,
Ctcf,Q61164,0.5126704677442459,0.12688107702857357,66211560.0,94463277.33333333,72298424.0
Slc9a1,Q61165,,,,,
Mapre1,Q61166,-0.19283069789915583,-0.22675166182770462,1568227392.5,1372022430.0,1340139425.0
Prdx2,Q61171,-0.10927264379094562,-0.36432709265494473,1082337312.5,1003386577.5,840793310.0
Papola,Q61183,,,,,
Tsg101,Q61187,,,,1975871490.0,2330959620.0
Clns1a,Q61189,-0.2459552091104509,,437082826.6666667,368573280.0,
Hcfc1,Q61191,-0.15605793687226674,-0.15665908455054547,463885960.0,416325592.0,416152152.0
Pafah1b3,Q61205,,,,188668005.33333334,290385312.0
Pafah1b2,Q61206,0.4734914481415995,0.5871361481936971,315732512.0,438383736.0,474312857.0
Psap,Q61207,0.11662035429637482,0.1600031657726873,558268568.0,605270352.0,623747659.3333334
Arhgef1,Q61210,,,,,
Mre11,Q61216,0.16386331182737154,0.33785285103478085,146736796.0,164386748.0,185456848.0
Sntb2,Q61235,,,,,
Fnta,Q61239,1.3143079397072268,1.4816205070595134,63585585.0,158126546.0,177570528.0
Igbp1,Q61249,-0.14482590031840972,0.7768125797328284,170463044.0,154181866.66666666,292061376.0
Soat1,Q61263,-0.005958524644621287,-0.06339290842855637,303665264.0,302413672.0,290610933.3333333
Lamb2,Q61292,,,,,
Ctnna2,Q61301,,,,,
Hspa4,Q61316,-0.465178134121229,-0.7779130393901729,2736970562.5,1982611197.5,1596228157.5
Bcap31,Q61335,0.24118351112109998,0.49373334469478636,331647392.0,391994576.0,466987368.0
Cox7a2l,Q61387,,,,,
Pcolce,Q61398,-0.04037464096502912,0.3347566756366025,865079840.0,841205712.5,1091008142.5
Hadh,Q61425,0.375155860585487,0.27921773555843976,855041277.5,1108971150.0,1037623967.5
Ccnh,Q61458,,,,,
Znf638,Q61464,0.26393404458438774,0.23445687789446498,113476536.0,136256784.0,133501032.0
Plpp1,Q61469,,,,,
Glg1,Q61543,0.2526679463362886,0.43811397329652024,318638720.0,379628824.0,431701936.0
Ewsr1,Q61545,0.0032982781980650648,0.0866103138395092,946540912.5,948707362.5,1005105600.0
Rad21,Q61550,0.21931029878021993,0.055688977500826714,288606104.0,335988560.0,299964296.0
Fscn1,Q61553,0.02936327049012729,-0.38652535547977424,4001103542.5,4083372650.0,3060723262.5
Fkbp10,Q61576,-0.14540699338481994,0.16655800307493268,667508302.5,603510465.0,749196305.0
Fdxr,Q61578,,,,,
Fxr1,Q61584,0.3915901090950889,0.3584910970437424,1121829905.0,1471659647.5,1438280480.0
Ktn1,Q61595,0.13300430374061636,0.19266249357084486,356288832.0,390697376.0,407192152.0
Gdi2,Q61598,-0.47273502836162573,-0.9270254960368814,2576548415.0,1856653600.0,1355113982.5
Ddx19a,Q61655,0.04239240997587266,-0.22220897070541895,334118728.0,344082200.0,286423900.0
Ddx5,Q61656,0.06342009423581313,0.011159707840047984,4148301505.0,4334726140.0,4180514372.5
Cbx5,Q61686,0.2884185225352845,0.32324596298192254,363564304.0,444021360.0,454870704.0
Hsph1,Q61699,-0.15543025888636286,-0.5151499997067823,5138602250.0,4613768850.0,3595583680.0
Itih2,Q61703,,,,560725113.5,694202495.0
Mrps31,Q61733,0.45350639982192764,0.5572165581357843,150330810.66666666,205857658.66666666,221200904.0
Cd47,Q61735,,,,,
Eif2b4,Q61749,0.29952477669211697,-0.010108668788253132,194731112.0,239663162.66666666,193371440.0
Phgdh,Q61753,-0.060216479811430926,-0.13152522007384942,4726415100.0,4533200150.0,4314582967.5
Kif5b,Q61768,0.05071243077790613,0.0604732277556489,633630927.5,656299887.5,660755250.0
Lasp1,Q61792,-0.38336749032891326,-0.37855829466549534,864553825.0,662806750.0,665019890.0
Rai1,Q61818,,,,,
Myh10,Q61879,0.007078475581828846,0.11043287260466053,875118145.0,879422397.5,944735632.5
Mcm7,Q61881,0.3612941126204371,0.056929228203728345,1498643680.0,1925124192.5,1558962942.5
Npm1,Q61937,0.051512183361703816,0.3165748549285408,20781942275.0,21537378800.0,25881215050.0
Pcbp2,Q61990,0.10535711344761642,-0.08582986173833697,4134551867.5,4447788175.0,3895750020.0
Ctr9,Q62018,,,,,
Pea15,Q62048,,0.7183009335485807,227709584.0,,374637664.0
Phox2a,Q62066,0.8345579096226874,2.0570196922029718,123039704.0,219417994.66666666,511999936.0
Prkci,Q62074,,,,,
Ppp1r14b,Q62084,0.14906582531621537,0.02012198430030113,478878000.0,531004462.0,485603945.3333333
Srsf2,Q62093,0.2918008118198227,0.24296649662364286,1890876352.5,2314749120.0,2237707585.0
Rhoc,Q62159,0.09525035859337688,-0.03697314199869807,934336255.0,998105425.0,910695470.0
Ddx3x,Q62167,0.2175382985776764,0.15282984244559977,2226113695.0,2588408960.0,2474877505.0
Rbm38,Q62176,,,,,
Ssr4,Q62186,0.8149608661159236,1.1613452985685246,553121442.0,973079135.0,1237144032.5
Dpysl3,Q62188,,,,,
Snrpa,Q62189,0.09341384507824076,0.07691136213182208,546069152.0,582596690.0,575970540.0
Rpa2,Q62193,0.5045206114451263,0.5141769767766852,547988926.5,777405520.0,782626367.5
Sf3a2,Q62203,-0.13710781378993606,-0.021760143807572525,400835712.0,364496064.0,394835280.0
Snrpc,Q62241,-0.0014585670072009115,0.20519809839141037,657937760.0,657272920.0,758500016.5
Sptbn1,Q62261,-0.24616955359789278,-0.284851554430306,1138044355.0,959521630.0,934136467.5
Trim28,Q62318,0.06237770792758279,0.10932183087107221,1054206545.0,1100786942.5,1137194782.5
Tsn,Q62348,-0.4306167435527308,-0.006587009056243706,235542040.0,174759130.66666666,234469061.33333334
Tfrc,Q62351,0.45397270883576835,0.4580531714510709,1032212865.0,1413932477.5,1417937250.0
Fstl1,Q62356,,1.0092115921010554,95028948.0,,191275296.0
Ddr2,Q62371,,,,,
Snrnp70,Q62376,-0.08551975820659123,-0.07238079175934668,855059632.5,805846625.0,813219182.5
Supt6h,Q62383,0.2028426572363772,0.17639622814557152,193041732.0,222184076.0,218148264.0
Zpr1,Q62384,,,,,
Tpd52,Q62393,-0.035372222779370334,0.8965131063165994,214575860.0,209378826.66666666,399446112.0
Sorbs1,Q62417,,,,,
Dbnl,Q62418,0.3112227340945782,0.14522542582729883,354281520.0,439577928.0,391801152.0
Sh3gl1,Q62419,0.33220079928109736,0.32768506356834126,360436368.0,453765016.0,452346920.5
Ostf1,Q62422,-0.32491714887270373,-0.6248753137583208,1408770145.0,1124683520.0,913553375.0
Ndufa4,Q62425,0.49965234886680165,0.9754110342511899,1433888160.0,2027335490.0,2819312767.5
Cstb,Q62426,-0.06536426289209245,-0.07917475988244964,1935135297.5,1849416512.5,1831797057.5
Smad2,Q62432,0.03958529378689222,0.005770615714204565,289796924.0,297858592.0,290958400.0
